genot	allele_measured	Other_allele_inGenot	Ct	RéplicatBiol_génotype	réplicat_Techclone	stade	recc_geno	recc_tech	recc_alle	x	info	Ct2
SCR02_SCR29	SCR02	SCR29	0.00211763060605745	88-4	43	C	8	2	2	8.2	NA	0.00979618979491568
SCR02_SCR29	SCR02	SCR29	0.00168465240623475	88-4	43	C	8	2	2	8.2	NA	0.00779322638364308
SCR02_SCR29	SCR02	SCR29	0.00169637009037448	88-4	43	C	8	2	2	8.2	NA	0.00784743255985782
SCR02_SCR29	SCR02	SCR29	0.0139847667332496	88-4	43	D	8	2	2	8.2	NA	0.0646937330640467
SCR02_SCR29	SCR02	SCR29	0.0116785097549604	88-4	43	D	8	2	2	8.2	NA	0.0540249549445087
SCR02_SCR29	SCR02	SCR29	0.00961831572925716	88-4	43	D	8	2	2	8.2	NA	0.0444944676005829
SCR03_Hom	SCR03	Hom	0.0994420604693649	118-3	51	C	1	1	3	1.1	NA	1.97128140536612
SCR03_Hom	SCR03	Hom	0.0339604644539393	118-3	51	C	1	1	3	1.1	NA	0.673212439280373
SCR03_Hom	SCR03	Hom	0.0486977862287813	118-3	51	C	1	1	3	1.1	NA	0.965356510335629
SCR03_Hom	SCR03	Hom	0.138696184008481	118-3	51	D	1	1	3	1.1	NA	2.74943225472872
SCR03_Hom	SCR03	Hom	0.0432846708784665	118-3	51	D	1	1	3	1.1	NA	0.858050068928325
SCR03_Hom	SCR03	Hom	0.0521929949642732	118-3	51	D	1	1	3	1.1	NA	1.03464348966437
SCR03_Hom	SCR03	Hom	0.00156458960466723	80-5	79	C	1	2	3	1.2	NA	0.0310155117477659
SCR03_Hom	SCR03	Hom	0.00085606027472269	80-5	79	C	1	2	3	1.2	NA	0.0169700395734793
SCR03_Hom	SCR03	Hom	0.00059699232309183	80-5	79	C	1	2	3	1.2	NA	0.011834427606413
SCR03_Hom	SCR03	Hom	0.0126037774878457	80-5	79	D	1	2	3	1.2	NA	0.249849933538097
SCR03_Hom	SCR03	Hom	0.00372124217985913	80-5	79	D	1	2	3	1.2	NA	0.0737677344917874
SCR03_Hom	SCR03	Hom	0.00638985983248266	80-5	79	D	1	2	3	1.2	NA	0.126668854317931
SCR03_SCR01	SCR03	SCR01	0.0459115197899473	214-1	24	C	2	1	3	2.1	NA	0.910123189592429
SCR03_SCR01	SCR03	SCR01	0.0131846218145316	214-1	24	C	2	1	3	2.1	NA	0.26136425268237
SCR03_SCR01	SCR03	SCR01	0.0149366455874022	214-1	24	C	2	1	3	2.1	NA	0.296095350056234
SCR03_SCR01	SCR03	SCR01	0.102237757319723	214-1	24	D	2	1	3	2.1	NA	2.02670166908691
SCR03_SCR01	SCR03	SCR01	0.0323520288700431	214-1	24	D	2	1	3	2.1	NA	0.641327750414332
SCR03_SCR01	SCR03	SCR01	0.0363979245771392	214-1	24	D	2	1	3	2.1	NA	0.721531227070029
SCR03_SCR01	SCR03	SCR01	0.0354026214154937	43248	63	C	2	2	3	2.2	NA	0.701800917722121
SCR03_SCR01	SCR03	SCR01	0.0224055507502473	43248	63	C	2	2	3	2.2	NA	0.444154569630585
SCR03_SCR01	SCR03	SCR01	0.0128686096448058	43248	63	C	2	2	3	2.2	NA	0.255099811749534
SCR03_SCR01	SCR03	SCR01	0.014130927774392	43248	63	D	2	2	3	2.2	NA	0.280123270080593
SCR03_SCR01	SCR03	SCR01	0.00692005874298721	43248	63	D	2	2	3	2.2	NA	0.137179208271679
SCR03_SCR01	SCR03	SCR01	0.00492725550324707	43248	63	D	2	2	3	2.2	NA	0.0976750391855677
SCR03_SCR02	SCR03	SCR02	0.0000182720749606159	43152	54	C	3	1	3	3.1	NA	0.000362214956501373
SCR03_SCR02	SCR03	SCR02	0.00617219774893263	43152	54	C	3	1	3	3.1	NA	0.122354048128979
SCR03_SCR02	SCR03	SCR02	0.00497875245046588	43152	54	C	3	1	3	3.1	NA	0.0986958846307085
SCR03_SCR02	SCR03	SCR02	0.000081096546270539	43152	54	D	3	1	3	3.1	NA	0.00160761063224123
SCR03_SCR02	SCR03	SCR02	0.0000117254271033326	43152	54	D	3	1	3	3.1	NA	0.000232438027829242
SCR03_SCR02	SCR03	SCR02	0.0000117254271033326	43152	54	D	3	1	3	3.1	NA	0.000232438027829242
SCR03_SCR04	SCR03	SCR04	0.0000057221946307595	160-1	19	C	4	1	3	4.1	NA	0.000113433448786764
SCR03_SCR04	SCR03	SCR04	0.0000200644342072307	160-1	19	C	4	1	3	4.1	NA	0.000397745640780349
SCR03_SCR04	SCR03	SCR04	5.09293273948599E-07	160-1	19	C	4	1	3	4.1	NA	0.0000100959328082526
SCR03_SCR04	SCR03	SCR04	0.000025751214481507	160-1	19	D	4	1	3	4.1	NA	0.000510477056020253
SCR03_SCR04	SCR03	SCR04	0.0000608239906511149	160-1	19	D	4	1	3	4.1	NA	0.00120573931397613
SCR03_SCR04	SCR03	SCR04	8.10322760714198E-07	160-1	19	D	4	1	3	4.1	NA	0.0000160633657730065
SCR03_SCR12	SCR03	SCR12	0.000304768200415433	178-4	33	C	5	1	3	5.1	NA	0.00604154704347584
SCR03_SCR12	SCR03	SCR12	0.00333060504596859	178-4	33	C	5	1	3	5.1	NA	0.066023971795708
SCR03_SCR12	SCR03	SCR12	0.000256278487212663	178-4	33	C	5	1	3	5.1	NA	0.0050803152514455
SCR03_SCR12	SCR03	SCR12	0.0000370542872435012	178-4	33	D	5	1	3	5.1	NA	0.000734542577732604
SCR03_SCR12	SCR03	SCR12	0.000304768200415433	178-4	33	D	5	1	3	5.1	NA	0.00604154704347584
SCR03_SCR12	SCR03	SCR12	5.95250391436393E-07	178-4	33	D	5	1	3	5.1	NA	0.0000117998965692888
SCR03_SCR12	SCR03	SCR12	0.00027850676656944	I5-52-13	47	C	5	2	3	5.2	NA	0.00552095569636868
SCR03_SCR12	SCR03	SCR12	0.000223103381403663	I5-52-13	47	C	5	2	3	5.2	NA	0.00442267130386779
SCR03_SCR12	SCR03	SCR12	0.000136387590096706	I5-52-13	47	C	5	2	3	5.2	NA	0.00270366803555081
SCR03_SCR12	SCR03	SCR12	0.0000693858015891121	I5-52-13	47	D	5	2	3	5.2	NA	0.00137546366018006
SCR03_SCR12	SCR03	SCR12	0.0000738521782970759	I5-52-13	47	D	5	2	3	5.2	NA	0.00146400250694382
SCR03_SCR12	SCR03	SCR12	0.0000204860306210367	I5-52-13	47	D	5	2	3	5.2	NA	0.000406103122183913
SCR03_SCR20	SCR03	SCR20	0.0000066187949154058	128-2	28	C	6	1	3	6.1	NA	0.000131207129871276
SCR03_SCR20	SCR03	SCR20	0.0063677525968955	128-2	28	C	6	1	3	6.1	NA	0.126230613374096
SCR03_SCR20	SCR03	SCR20	0.000871023944746183	128-2	28	C	6	1	3	6.1	NA	0.0172666706401941
SCR03_SCR20	SCR03	SCR20	7.09384874430209E-06	128-2	28	D	6	1	3	6.1	NA	0.000140624319891587
SCR03_SCR20	SCR03	SCR20	0.0000451473238906505	128-2	28	D	6	1	3	6.1	NA	0.000894974215815835
SCR03_SCR20	SCR03	SCR20	0.0000293760511200486	128-2	28	D	6	1	3	6.1	NA	0.000582333703291236
SCR03_SCR20	SCR03	SCR20	0.0000328214840837822	I5-82xI5-88-25	42	C	6	2	3	6.2	NA	0.00065063395675326
SCR03_SCR20	SCR03	SCR20	0.0000121810666863502	I5-82xI5-88-25	42	C	6	2	3	6.2	NA	0.000241470361162964
SCR03_SCR20	SCR03	SCR20	0.0000518606566857086	I5-82xI5-88-25	42	C	6	2	3	6.2	NA	0.00102805540947241
SCR03_SCR20	SCR03	SCR20	0.0000536895187940939	I5-82xI5-88-25	42	D	6	2	3	6.2	NA	0.00106430970519217
SCR03_SCR20	SCR03	SCR20	0.0000625339857808105	I5-82xI5-88-25	42	D	6	2	3	6.2	NA	0.00123963726004166
SCR03_SCR20	SCR03	SCR20	0.0000754039695512042	I5-82xI5-88-25	42	D	6	2	3	6.2	NA	0.00149476431165537
SCR03_SCR29	SCR03	SCR29	0.0000192470918095588	109-2	44	C	7	1	3	7.1	NA	0.000381543121818623
SCR03_SCR29	SCR03	SCR29	0.000246692247677433	109-2	44	C	7	1	3	7.1	NA	0.00489028323024653
SCR03_SCR29	SCR03	SCR29	8.44733733274803E-07	109-2	44	C	7	1	3	7.1	NA	0.0000167455088222264
SCR03_SCR29	SCR03	SCR29	0.0000269379576504717	109-2	44	D	7	1	3	7.1	NA	0.000534002360412413
SCR03_SCR29	SCR03	SCR29	0.000020557152967311	109-2	44	D	7	1	3	7.1	NA	0.000407513010093061
SCR03_SCR29	SCR03	SCR29	0.0000388965035192647	109-2	44	D	7	1	3	7.1	NA	0.00077106159867741
SCR04_SCR01	SCR04	SCR01	0.000582683468277206	348-4	4	C	1	1	4	1.1	NA	0.00112957152076269
SCR04_SCR01	SCR04	SCR01	0.000334663770746997	348-4	4	C	1	1	4	1.1	NA	0.000648768473875803
SCR04_SCR01	SCR04	SCR01	0.0000651895390654206	348-4	4	C	1	1	4	1.1	NA	0.000126374353811106
SCR04_SCR01	SCR04	SCR01	0.000336991541356598	348-4	4	D	1	1	4	1.1	NA	0.000653281015471067
SCR04_SCR01	SCR04	SCR01	0.0000266593290990202	348-4	4	D	1	1	4	1.1	NA	0.0000516809220655066
SCR04_SCR01	SCR04	SCR01	0.0000802577368289226	348-4	4	D	1	1	4	1.1	NA	0.000155585079684617
SCR04_SCR01	SCR04	SCR01	0.000277543206356448	74-1	12	C	1	2	4	1.2	NA	0.000538036376093409
SCR04_SCR01	SCR04	SCR01	0.000264398204474102	74-1	12	C	1	2	4	1.2	NA	0.000512553896196441
SCR04_SCR01	SCR04	SCR01	0.858565436437752	74-1	12	C	1	2	4	1.2	NA	1.66438747366331
SCR04_SCR01	SCR04	SCR01	0.000146684088077008	74-1	12	D	1	2	4	1.2	NA	0.000284357078004501
SCR04_SCR01	SCR04	SCR01	0.000118321510856331	74-1	12	D	1	2	4	1.2	NA	0.000229374293648814
SCR04_SCR01	SCR04	SCR01	0.119079749755492	74-1	12	D	1	2	4	1.2	NA	0.230844191308617
SCR04_SCR01	SCR04	SCR01	0.231647015472593	132-1	69	C	1	3	4	1.3	NA	0.449063489515431
SCR04_SCR01	SCR04	SCR01	0.336808394216423	132-1	69	C	1	3	4	1.3	NA	0.652925972287394
SCR04_SCR01	SCR04	SCR01	0.524858341811534	132-1	69	C	1	3	4	1.3	NA	1.01747358149346
SCR04_SCR01	SCR04	SCR01	0.0698304461295138	132-1	69	D	1	3	4	1.3	NA	0.135371067696959
SCR04_SCR01	SCR04	SCR01	0.066523136403335	132-1	69	D	1	3	4	1.3	NA	0.128959622923901
SCR04_SCR01	SCR04	SCR01	0.00410045579540261	132-1	69	D	1	3	4	1.3	NA	0.00794901235541766
SCR04_SCR03	SCR04	SCR03	0.699792932797598	160-1	19	C	2	1	4	2.1	NA	1.35659618018047
SCR04_SCR03	SCR04	SCR03	1.17690673721877	160-1	19	C	2	1	4	2.1	NA	2.28151372972129
SCR04_SCR03	SCR04	SCR03	0.360982298880624	160-1	19	C	2	1	4	2.1	NA	0.699788730098335
SCR04_SCR03	SCR04	SCR03	0.22144187977559	160-1	19	D	2	1	4	2.1	NA	0.429280140104582
SCR04_SCR03	SCR04	SCR03	0.280291519507127	160-1	19	D	2	1	4	2.1	NA	0.54336416799786
SCR04_SCR03	SCR04	SCR03	0.260616440210281	160-1	19	D	2	1	4	2.1	NA	0.5052226890433
SCR04_SCR10	SCR04	SCR10	0.371130892657262	I9-86xNiv64-4	80	C	3	1	4	3.1	NA	0.719462469152188
SCR04_SCR10	SCR04	SCR10	0.835087919428368	I9-86xNiv64-4	80	C	3	1	4	3.1	NA	1.61887471066966
SCR04_SCR10	SCR04	SCR10	0.668963777393057	I9-86xNiv64-4	80	C	3	1	4	3.1	NA	1.29683176630908
SCR04_SCR10	SCR04	SCR10	0.0977337053910741	I9-86xNiv64-4	80	D	3	1	4	3.1	NA	0.189463432959193
SCR04_SCR10	SCR04	SCR10	0.11784806698978	I9-86xNiv64-4	80	D	3	1	4	3.1	NA	0.228456490523359
SCR04_SCR10	SCR04	SCR10	0.178006274449634	I9-86xNiv64-4	80	D	3	1	4	3.1	NA	0.345077265929427
SCR04_SCR12	SCR04	SCR12	0.00321715241120146	191-1	59	C	4	1	4	4.1	NA	0.00623666868804549
SCR04_SCR12	SCR04	SCR12	0.0000296830733463222	191-1	59	C	4	1	4	4.1	NA	0.000057542655877727
SCR04_SCR12	SCR04	SCR12	0.00765172107489786	191-1	59	C	4	1	4	4.1	NA	0.0148333815554767
SCR04_SCR12	SCR04	SCR12	0.00107235626346391	191-1	59	D	4	1	4	4.1	NA	0.00207883552780678
SCR04_SCR12	SCR04	SCR12	0.000933540349212638	191-1	59	D	4	1	4	4.1	NA	0.00180973143973219
SCR04_SCR12	SCR04	SCR12	0.000750427334613288	191-1	59	D	4	1	4	4.1	NA	0.00145475441080776
SCR04_SCR12	SCR04	SCR12	0.00168270734318753	392-5	81	C	4	2	4	4.2	NA	0.00326204259452
SCR04_SCR12	SCR04	SCR12	0.00186708069842528	392-5	81	C	4	2	4	4.2	NA	0.00361946287946439
SCR04_SCR12	SCR04	SCR12	0.00199416430802186	392-5	81	C	4	2	4	4.2	NA	0.00386582309726918
SCR04_SCR12	SCR04	SCR12	0.000181216256180304	392-5	81	D	4	2	4	4.2	NA	0.000351300033765717
SCR04_SCR12	SCR04	SCR12	0.000190225727456177	392-5	81	D	4	2	4	4.2	NA	0.000368765506401221
SCR04_SCR12	SCR04	SCR12	0.000235824299053918	392-5	81	D	4	2	4	4.2	NA	0.000457161437757494
SCR04_SCR13	SCR04	SCR13	0.000409173405599584	417-4	2	C	5	1	4	5.1	NA	0.000793210467057373
SCR04_SCR13	SCR04	SCR13	0.000244988219850953	417-4	2	C	5	1	4	5.1	NA	0.00047492632129102
SCR04_SCR13	SCR04	SCR13	0.000269019803680813	417-4	2	C	5	1	4	5.1	NA	0.000521513180487988
SCR04_SCR13	SCR04	SCR13	0.000874047920828101	417-4	2	D	5	1	4	5.1	NA	0.00169440132233093
SCR04_SCR13	SCR04	SCR13	0.000760902909824709	417-4	2	D	5	1	4	5.1	NA	0.00147506202560488
SCR04_SCR13	SCR04	SCR13	0.000782294802333616	417-4	2	D	5	1	4	5.1	NA	0.00151653166369968
SCR04_SCR13	SCR04	SCR13	0.000732440912737217	150-4	46	C	5	2	4	5.2	NA	0.00141988650907767
SCR04_SCR13	SCR04	SCR13	0.000500271886246487	150-4	46	C	5	2	4	5.2	NA	0.000969811065711286
SCR04_SCR13	SCR04	SCR13	0.00089241352561465	150-4	46	C	5	2	4	5.2	NA	0.00173000429591417
SCR04_SCR13	SCR04	SCR13	0.00213729238527488	150-4	46	D	5	2	4	5.2	NA	0.00414328660651297
SCR04_SCR13	SCR04	SCR13	0.000478232567181116	150-4	46	D	5	2	4	5.2	NA	0.000927086347217296
SCR04_SCR13	SCR04	SCR13	0.00075564696950312	150-4	46	D	5	2	4	5.2	NA	0.00146487302793236
SCR04_SCR20	SCR04	SCR20	0.00063322243879444	130-1	21	C	6	1	4	6.1	NA	0.0012275447513294
SCR04_SCR20	SCR04	SCR20	0.000248408127954758	130-1	21	C	6	1	4	6.1	NA	0.000481556045674835
SCR04_SCR20	SCR04	SCR20	0.000404941184479708	130-1	21	C	6	1	4	6.1	NA	0.000785006018661545
SCR04_SCR20	SCR04	SCR20	0.00037782348475156	130-1	21	D	6	1	4	6.1	NA	0.00073243651396618
SCR04_SCR20	SCR04	SCR20	0.000176260888125305	130-1	21	D	6	1	4	6.1	NA	0.000341693715868328
SCR04_SCR20	SCR04	SCR20	0.000335825639194274	130-1	21	D	6	1	4	6.1	NA	0.000651020834857997
SCR04_SCR20	SCR04	SCR20	0.00018891174237578	63-2	77	C	6	2	4	6.2	NA	0.00036621825698309
SCR04_SCR20	SCR04	SCR20	0.000214015068680673	63-2	77	C	6	2	4	6.2	NA	0.000414882761837259
SCR04_SCR20	SCR04	SCR20	0.000298496161545915	63-2	77	C	6	2	4	6.2	NA	0.000578655104350479
SCR04_SCR20	SCR04	SCR20	0.00015612616958953	63-2	77	D	6	2	4	6.2	NA	0.000302661194997556
SCR04_SCR20	SCR04	SCR20	0.000336991541356599	63-2	77	D	6	2	4	6.2	NA	0.000653281015471069
SCR04_SCR20	SCR04	SCR20	0.000269019803680813	63-2	77	D	6	2	4	6.2	NA	0.000521513180487988
SCR04_SCR29	SCR04	SCR29	0.510506062853596	140-1	86	C	7	1	4	7.1	NA	0.98965071290091
SCR04_SCR29	SCR04	SCR29	0.707106781186547	140-1	86	C	7	1	4	7.1	NA	1.37077457256178
SCR04_SCR29	SCR04	SCR29	0.664342907048256	140-1	86	C	7	1	4	7.1	NA	1.2878738949659
SCR04_SCR29	SCR04	SCR29	0.429282718218876	140-1	86	D	7	1	4	7.1	NA	0.832193736831657
SCR04_SCR29	SCR04	SCR29	0.514056913328033	140-1	86	D	7	1	4	7.1	NA	0.99653427797316
SCR04_SCR29	SCR04	SCR29	0.517632461920689	140-1	86	D	7	1	4	7.1	NA	1.00346572202684
SCR10_SCR01	SCR10	SCR01	0.000171441024870361	42-2	11	C	1	1	5	1.1	$	0.00272412216094099
SCR10_SCR01	SCR10	SCR01	0.000538039607361627	42-2	11	C	1	1	5	1.1	$	0.00854921171280976
SCR10_SCR01	SCR10	SCR01	0.000324386185082156	42-2	11	C	1	1	5	1.1	$	0.00515435320194576
SCR10_SCR01	SCR10	SCR01	0.0000582789064886729	42-2	11	D	1	1	5	1.1	$	0.000926026082737494
SCR10_SCR01	SCR10	SCR01	6.65713720429093E-06	42-2	11	D	1	1	5	1.1	$	0.000105778969767282
SCR10_SCR01	SCR10	SCR01	0.000926021514818845	42-2	11	D	1	1	5	1.1	$	0.014714072853529
SCR10_SCR01	SCR10	SCR01	0.000228846312636714	42-2	32	C	1	2	5	1.2	$	0.00363626682805184
SCR10_SCR01	SCR10	SCR01	0.000253920882296992	42-2	32	C	1	2	5	1.2	$	0.0040346906646993
SCR10_SCR01	SCR10	SCR01	0.000514930971443366	42-2	32	C	1	2	5	1.2	$	0.00818202569498437
SCR10_SCR01	SCR10	SCR01	0.0000719157189235884	42-2	32	D	1	2	5	1.2	$	0.00114270900904781
SCR10_SCR01	SCR10	SCR01	0.000048109010985061	42-2	32	D	1	2	5	1.2	$	0.000764430935153698
SCR10_SCR01	SCR10	SCR01	0.000275944675115517	42-2	32	D	1	2	5	1.2	$	0.00438463900483716
SCR10_SCR02	SCR10	SCR02	0.0184104240444386	I9-56xNiv64-2	48	C	2	1	5	2.1	NA	0.292533506316238
SCR10_SCR02	SCR10	SCR02	0.0180315429963056	I9-56xNiv64-2	48	C	2	1	5	2.1	NA	0.286513253810398
SCR10_SCR02	SCR10	SCR02	0.113965311069777	I9-56xNiv64-2	48	C	2	1	5	2.1	NA	1.81085845525289
SCR10_SCR02	SCR10	SCR02	0.0703161552930507	I9-56xNiv64-2	48	D	2	1	5	2.1	NA	1.11729264947414
SCR10_SCR02	SCR10	SCR02	0.0555526675729107	I9-56xNiv64-2	48	D	2	1	5	2.1	NA	0.882707350525859
SCR10_SCR02	SCR10	SCR02	0.158219574246285	I9-56xNiv64-2	48	D	2	1	5	2.1	NA	2.51403915034264
SCR10_SCR02	SCR10	SCR02	0.00565339545875147	100-2	76	C	2	2	5	2.2	NA	0.0898299567760606
SCR10_SCR02	SCR10	SCR02	0.00475391997527574	100-2	76	C	2	2	5	2.2	NA	0.0755376886353855
SCR10_SCR02	SCR10	SCR02	0.007722765784007	100-2	76	C	2	2	5	2.2	NA	0.122711337218606
SCR10_SCR02	SCR10	SCR02	0.0105984713081849	100-2	76	D	2	2	5	2.2	NA	0.168405027819658
SCR10_SCR02	SCR10	SCR02	0.00854916954109952	100-2	76	D	2	2	5	2.2	NA	0.1358425279023
SCR10_SCR02	SCR10	SCR02	0.020760715845258	100-2	76	D	2	2	5	2.2	NA	0.329878604924529
SCR10_SCR04	SCR10	SCR04	0.000343675191414548	I9-86xNiv64-4	80	C	3	1	5	3.1	NA	0.0054608469927542
SCR10_SCR04	SCR10	SCR04	0.000267779536058258	I9-86xNiv64-4	80	C	3	1	5	3.1	NA	0.00425489855169963
SCR10_SCR04	SCR10	SCR04	0.000554445522007264	I9-86xNiv64-4	80	C	3	1	5	3.1	NA	0.00880989445015621
SCR10_SCR04	SCR10	SCR04	0.000767967742083965	I9-86xNiv64-4	80	D	3	1	5	3.1	NA	0.0122026682159692
SCR10_SCR04	SCR10	SCR04	0.000582010714611126	I9-86xNiv64-4	80	D	3	1	5	3.1	NA	0.00924789318528725
SCR10_SCR04	SCR10	SCR04	0.00145308350967425	I9-86xNiv64-4	80	D	3	1	5	3.1	NA	0.0230888551523462
SCR10_SCR12	SCR10	SCR12	0.000205771861512378	68-3	84	C	4	1	5	4.1	NA	0.00326962399150274
SCR10_SCR12	SCR10	SCR12	0.000106514195268655	68-3	84	C	4	1	5	4.1	NA	0.00169246351627651
SCR10_SCR12	SCR10	SCR12	0.000888299212888947	68-3	84	C	4	1	5	4.1	NA	0.0141146821375283
SCR10_SCR12	SCR10	SCR12	0.000172633491500622	68-3	84	D	4	1	5	4.1	NA	0.00274306992899204
SCR10_SCR12	SCR10	SCR12	0.0000772556514874439	68-3	84	D	4	1	5	4.1	NA	0.00122755817887824
SCR10_SCR12	SCR10	SCR12	0.000495097402241224	68-3	84	D	4	1	5	4.1	NA	0.00786687904070505
SCR10_SCR13	SCR10	SCR13	0.000109255990103512	192-2	82	C	5	1	5	5.1	NA	0.00173602942517162
SCR10_SCR13	SCR10	SCR13	0.000144164143240909	192-2	82	C	5	1	5	5.1	NA	0.00229070455984848
SCR10_SCR13	SCR10	SCR13	0.000399366239530166	192-2	82	C	5	1	5	5.1	NA	0.006345753148982
SCR10_SCR13	SCR10	SCR13	0.000112327594070419	192-2	82	D	5	1	5	5.1	NA	0.00178483585550073
SCR10_SCR13	SCR10	SCR13	0.0000278879226754578	192-2	82	D	5	1	5	5.1	NA	0.000443126773421181
SCR10_SCR13	SCR10	SCR13	0.0000893606992154313	192-2	82	D	5	1	5	5.1	NA	0.00141990204056476
SCR10_SCR13	SCR10	SCR13	0.000932462503818769	87-4	85	C	5	2	5	5.2	NA	0.0148164173238
SCR10_SCR13	SCR10	SCR13	0.00075739490323913	87-4	85	C	5	2	5	5.2	NA	0.0120346704766705
SCR10_SCR13	SCR10	SCR13	0.00128264116785	87-4	85	C	5	2	5	5.2	NA	0.0203806016238969
SCR10_SCR13	SCR10	SCR13	0.000226217788547454	87-4	85	D	5	2	5	5.2	NA	0.0035945007412734
SCR10_SCR13	SCR10	SCR13	0.000254508242392852	87-4	85	D	5	2	5	5.2	NA	0.00404402355718985
SCR10_SCR13	SCR10	SCR13	0.00159746495812067	87-4	85	D	5	2	5	5.2	NA	0.0253830125959281
SCR10_SCR20	SCR10	SCR20	0.00463461966761128	73-12	38	C	6	1	5	6.1	NA	0.0736420594406721
SCR10_SCR20	SCR10	SCR20	0.000599757397152916	73-12	38	C	6	1	5	6.1	NA	0.00952988013229618
SCR10_SCR20	SCR10	SCR20	0.00336930481246949	73-12	38	C	6	1	5	6.1	NA	0.0535367652728029
SCR10_SCR20	SCR10	SCR20	0.000336602458248481	73-12	38	D	6	1	5	6.1	NA	0.00534846438672
SCR10_SCR20	SCR10	SCR20	0.000355794870865954	73-12	38	D	6	1	5	6.1	NA	0.00565342334606311
SCR10_SCR20	SCR10	SCR20	0.000472739597647893	73-12	38	D	6	1	5	6.1	NA	0.00751162340099608
SCR10_SCR20	SCR10	SCR20	0.000267161548159361	43117	45	C	6	2	5	6.2	NA	0.0042450789969469
SCR10_SCR20	SCR10	SCR20	0.000179964504063855	43117	45	C	6	2	5	6.2	NA	0.00285955648056708
SCR10_SCR20	SCR10	SCR20	0.000202470592239854	43117	45	C	6	2	5	6.2	NA	0.00321716828090887
SCR10_SCR20	SCR10	SCR20	0.000233115625954692	43117	45	D	6	2	5	6.2	NA	0.00370410433094998
SCR10_SCR20	SCR10	SCR20	0.000181635438709282	43117	45	D	6	2	5	6.2	NA	0.00288610689404328
SCR10_SCR20	SCR10	SCR20	0.000641320583925002	43117	45	D	6	2	5	6.2	NA	0.0101903008119485
SCR10_SCR29	SCR10	SCR29	0.0243488931143906	97-3	66	C	7	1	5	7.1	NA	0.386893156859343
SCR10_SCR29	SCR10	SCR29	0.0174576115323784	97-3	66	C	7	1	5	7.1	NA	0.277393736349932
SCR10_SCR29	SCR10	SCR29	0.0363979245771392	97-3	66	C	7	1	5	7.1	NA	0.578346944833187
SCR10_SCR29	SCR10	SCR29	0.101063456519983	97-3	66	D	7	1	5	7.1	NA	1.60585368511162
SCR10_SCR29	SCR10	SCR29	0.0820890347424003	97-3	66	D	7	1	5	7.1	NA	1.3043585039294
SCR10_SCR29	SCR10	SCR29	0.177185608402783	97-3	66	D	7	1	5	7.1	NA	2.81540105593057
SCR12_SCR01	SCR12	SCR01	0.0599540074578289	183-6	1	C	1	1	6	1.1	NA	0.324429906529257
SCR12_SCR01	SCR12	SCR01	0.0246887909957305	183-6	1	C	1	1	6	1.1	NA	0.133598778375227
SCR12_SCR01	SCR12	SCR01	0.0279695334664991	183-6	1	C	1	1	6	1.1	NA	0.1513519031165
SCR12_SCR01	SCR12	SCR01	0.0290899911280587	183-6	1	D	1	1	6	1.1	NA	0.157415050349243
SCR12_SCR01	SCR12	SCR01	0.0154812595822692	183-6	1	D	1	1	6	1.1	NA	0.083773942930564
SCR12_SCR01	SCR12	SCR01	0.0381193324925063	183-6	1	D	1	1	6	1.1	NA	0.206275643645679
SCR12_SCR01	SCR12	SCR01	0.0162134321743711	412-1	3	C	1	2	6	1.2	NA	0.0877359580766906
SCR12_SCR01	SCR12	SCR01	0.034514187523261	412-1	3	C	1	2	6	1.2	NA	0.186767075411614
SCR12_SCR01	SCR12	SCR01	0.0319804341248993	412-1	3	C	1	2	6	1.2	NA	0.173056142430581
SCR12_SCR01	SCR12	SCR01	0.0129880921272311	412-1	3	D	1	2	6	1.2	NA	0.0702826331967027
SCR12_SCR01	SCR12	SCR01	0.0199610764426236	412-1	3	D	1	2	6	1.2	NA	0.108015634635581
SCR12_SCR01	SCR12	SCR01	0.025796753643196	412-1	3	D	1	2	6	1.2	NA	0.139594311174398
SCR12_SCR01	SCR12	SCR01	0.00805071890882262	77-5	88	C	1	3	6	1.3	NA	0.0435649607729697
SCR12_SCR01	SCR12	SCR01	0.00672305810347132	77-5	88	C	1	3	6	1.3	NA	0.0363805724518778
SCR12_SCR01	SCR12	SCR01	0.00788503750946776	77-5	88	C	1	3	6	1.3	NA	0.0426684068446248
SCR12_SCR01	SCR12	SCR01	0.0122308346296735	77-5	88	D	1	3	6	1.3	NA	0.0661848757728308
SCR12_SCR01	SCR12	SCR01	0.00460260601110966	77-5	88	D	1	3	6	1.3	NA	0.0249061422462147
SCR12_SCR01	SCR12	SCR01	0.00551152268405487	77-5	88	D	1	3	6	1.3	NA	0.0298245749540519
SCR12_SCR02	SCR12	SCR02	0.166085726762064	157-8	7	C	2	1	6	2.1	NA	0.898741870544036
SCR12_SCR02	SCR12	SCR02	0.231647015472593	157-8	7	C	2	1	6	2.1	NA	1.25351453162521
SCR12_SCR02	SCR12	SCR02	0.196146024474187	157-8	7	C	2	1	6	2.1	NA	1.06140755363195
SCR12_SCR02	SCR12	SCR02	0.0170588791339163	157-8	7	D	2	1	6	2.1	NA	0.0923109362923441
SCR12_SCR02	SCR12	SCR02	0.0350769390096679	157-8	7	D	2	1	6	2.1	NA	0.189812299907452
SCR12_SCR02	SCR12	SCR02	0.0282945237908857	157-8	7	D	2	1	6	2.1	NA	0.153110527519345
