Gene	genotype_S	allele_measured	replicatBiol_genotype	replicat_Techclone	replicat_technique	stade	dom_phenotype	dom_sRNA_prediction	dom_prediction_phyl	Other_allele_inGenot	position_cible	Ct_SCR/actine	Ct_SRK/actine	score_name	score	position_cible_name	Dom_score_based_14	Dom_score_based_15	Dom_score_based_16	Dom_score_based_17	Dom_score_based_18	Dom_score_based_19	Dom_score_based_20	Dom_score_based_21	Dom_score_based_22	name_actine	Ct_actin
SCR	S1S12	SCR12	183-6	1	1	C	Dom	Dom	NA	SCR01	interg	6.00E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1C	18.705
SCR	S1S12	SCR12	183-6	1	3	D	Dom	Dom	NA	SCR01	interg	3.81E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1D	19.43
SCR	S1S12	SCR12	183-6	1	1	D	Dom	Dom	NA	SCR01	interg	2.91E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1D	19.43
SCR	S1S12	SCR12	183-6	1	3	C	Dom	Dom	NA	SCR01	interg	2.80E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1C	18.705
SCR	S1S12	SCR12	183-6	1	2	C	Dom	Dom	NA	SCR01	interg	2.47E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1C	18.705
SCR	S1S12	SCR12	183-6	1	2	D	Dom	Dom	NA	SCR01	interg	1.55E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1D	19.43
SCR	S1S12	SCR12	183-6	1	1	B	Dom	Dom	NA	SCR01	interg	7.09E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1B	18.33
SCR	S1S12	SCR12	183-6	1	3	B	Dom	Dom	NA	SCR01	interg	5.34E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1B	18.33
SCR	S1S12	SCR12	183-6	1	2	B	Dom	Dom	NA	SCR01	interg	3.75E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1B	18.33
SCR	S1S12	SCR12	183-6	1	1	A	Dom	Dom	NA	SCR01	interg	1.84E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1A	19.05
SCR	S1S12	SCR01	183-6	1	3	C	Rec	Rec	NA	SCR12	intron	1.04E-03	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1C	18.705
SCR	S1S12	SCR01	183-6	1	3	D	Rec	Rec	NA	SCR12	intron	4.40E-04	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1D	19.43
SCR	S1S12	SCR12	183-6	1	3	A	Dom	Dom	NA	SCR01	interg	4.29E-04	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1A	19.05
SCR	S1S12	SCR01	183-6	1	3	B	Rec	Rec	NA	SCR12	intron	4.16E-04	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1B	18.33
SCR	S1S12	SCR12	183-6	1	2	A	Dom	Dom	NA	SCR01	interg	2.97E-04	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	1A	19.05
SCR	S1S12	SCR01	183-6	1	1	C	Rec	Rec	NA	SCR12	intron	1.59E-04	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1C	18.705
SCR	S1S12	SCR01	183-6	1	1	B	Rec	Rec	NA	SCR12	intron	6.91E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1B	18.33
SCR	S1S12	SCR01	183-6	1	2	C	Rec	Rec	NA	SCR12	intron	4.86E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1C	18.705
SCR	S1S12	SCR01	183-6	1	1	D	Rec	Rec	NA	SCR12	intron	4.26E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1D	19.43
SCR	S1S12	SCR01	183-6	1	2	B	Rec	Rec	NA	SCR12	intron	3.85E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1B	18.33
SCR	S1S12	SCR01	183-6	1	2	D	Rec	Rec	NA	SCR12	intron	2.94E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1D	19.43
SCR	S1S12	SCR01	183-6	1	2	A	Rec	Rec	NA	SCR12	intron	4.14E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1A	19.05
SCR	S1S12	SCR01	183-6	1	1	A	Rec	Rec	NA	SCR12	intron	2.98E-06	NA	S1S12_S1	21	S1S12_S1_21	Dom	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1A	19.05
SCR	S1S12	SCR01	183-6	1	3	A	Rec	Rec	NA	SCR12	intron	8.19E-07	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	1A	19.05
SCR	S4S13	SCR13	417-4	2	1	D	Dom	Dom	NA	SCR04	interg	1.56E-01	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2D	18.95
SCR	S4S13	SCR13	417-4	2	2	D	Dom	Dom	NA	SCR04	interg	1.49E-01	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2D	18.95
SCR	S4S13	SCR13	417-4	2	3	D	Dom	Dom	NA	SCR04	interg	1.48E-01	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2D	18.95
SCR	S4S13	SCR13	417-4	2	1	B	Dom	Dom	NA	SCR04	interg	2.92E-02	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2B	17.985
SCR	S4S13	SCR13	417-4	2	3	B	Dom	Dom	NA	SCR04	interg	2.82E-02	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2B	17.985
SCR	S4S13	SCR13	417-4	2	2	B	Dom	Dom	NA	SCR04	interg	2.49E-02	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2B	17.985
SCR	S4S13	SCR04	417-4	2	1	D	Rec	Rec	NA	SCR13	intron	8.74E-04	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2D	18.95
SCR	S4S13	SCR04	417-4	2	3	D	Rec	Rec	NA	SCR13	intron	7.82E-04	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2D	18.95
SCR	S4S13	SCR13	417-4	2	1	C	Dom	Dom	NA	SCR04	interg	7.79E-04	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2C	19.955
SCR	S4S13	SCR04	417-4	2	2	D	Rec	Rec	NA	SCR13	intron	7.61E-04	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2D	18.95
SCR	S4S13	SCR13	417-4	2	2	C	Dom	Dom	NA	SCR04	interg	7.12E-04	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2C	19.955
SCR	S4S13	SCR13	417-4	2	3	C	Dom	Dom	NA	SCR04	interg	5.70E-04	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2C	19.955
SCR	S4S13	SCR04	417-4	2	1	C	Rec	Rec	NA	SCR13	intron	4.09E-04	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2C	19.955
SCR	S4S13	SCR04	417-4	2	3	C	Rec	Rec	NA	SCR13	intron	2.69E-04	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2C	19.955
SCR	S4S13	SCR04	417-4	2	2	C	Rec	Rec	NA	SCR13	intron	2.45E-04	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2C	19.955
SCR	S4S13	SCR13	417-4	2	1	A	Dom	Dom	NA	SCR04	interg	1.99E-04	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2A	18.235
SCR	S4S13	SCR04	417-4	2	1	B	Rec	Rec	NA	SCR13	intron	1.29E-04	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2B	17.985
SCR	S4S13	SCR13	417-4	2	3	A	Dom	Dom	NA	SCR04	interg	1.22E-04	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2A	18.235
SCR	S4S13	SCR13	417-4	2	2	A	Dom	Dom	NA	SCR04	interg	7.80E-05	NA	S4S13_S13	16	S4S13_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	2A	18.235
SCR	S4S13	SCR04	417-4	2	1	A	Rec	Rec	NA	SCR13	intron	6.08E-05	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2A	18.235
SCR	S4S13	SCR04	417-4	2	3	B	Rec	Rec	NA	SCR13	intron	5.98E-05	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2B	17.985
SCR	S4S13	SCR04	417-4	2	2	A	Rec	Rec	NA	SCR13	intron	5.68E-06	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2A	18.235
SCR	S4S13	SCR04	417-4	2	3	A	Rec	Rec	NA	SCR13	intron	1.17E-06	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2A	18.235
SCR	S4S13	SCR04	417-4	2	2	B	Rec	Rec	NA	SCR13	intron	2.36E-07	NA	S4S13_S4	20	S4S13_S4_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	2B	17.985
SCR	S1S12	SCR12	412-1	3	2	C	Dom	Dom	NA	SCR01	interg	3.45E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3C	18.355
SCR	S1S12	SCR12	412-1	3	3	C	Dom	Dom	NA	SCR01	interg	3.20E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3C	18.355
SCR	S1S12	SCR12	412-1	3	3	D	Dom	Dom	NA	SCR01	interg	2.58E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3D	19.14
SCR	S1S12	SCR12	412-1	3	2	D	Dom	Dom	NA	SCR01	interg	2.00E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3D	19.14
SCR	S1S12	SCR12	412-1	3	1	C	Dom	Dom	NA	SCR01	interg	1.62E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3C	18.355
SCR	S1S12	SCR12	412-1	3	1	D	Dom	Dom	NA	SCR01	interg	1.30E-02	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3D	19.14
SCR	S1S12	SCR12	412-1	3	1	A	Dom	Dom	NA	SCR01	interg	3.86E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3A	20.79
SCR	S1S12	SCR12	412-1	3	2	B	Dom	Dom	NA	SCR01	interg	3.33E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3B	17.795
SCR	S1S12	SCR12	412-1	3	3	B	Dom	Dom	NA	SCR01	interg	2.94E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3B	17.795
SCR	S1S12	SCR12	412-1	3	1	B	Dom	Dom	NA	SCR01	interg	2.44E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3B	17.795
SCR	S1S12	SCR12	412-1	3	2	A	Dom	Dom	NA	SCR01	interg	1.33E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3A	20.79
SCR	S1S12	SCR12	412-1	3	3	A	Dom	Dom	NA	SCR01	interg	1.21E-03	NA	S1S12_S12	14.5	S1S12_S12_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	3A	20.79
SCR	S1S12	SCR01	412-1	3	3	C	Rec	Rec	NA	SCR12	intron	5.02E-04	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3C	18.355
SCR	S1S12	SCR01	412-1	3	3	B	Rec	Rec	NA	SCR12	intron	8.63E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3B	17.795
SCR	S1S12	SCR01	412-1	3	3	D	Rec	Rec	NA	SCR12	intron	8.28E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3D	19.14
SCR	S1S12	SCR01	412-1	3	1	C	Rec	Rec	NA	SCR12	intron	1.38E-05	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3C	18.355
SCR	S1S12	SCR01	412-1	3	2	B	Rec	Rec	NA	SCR12	intron	8.32E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3B	17.795
SCR	S1S12	SCR01	412-1	3	2	C	Rec	Rec	NA	SCR12	intron	4.83E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3C	18.355
SCR	S1S12	SCR01	412-1	3	1	B	Rec	Rec	NA	SCR12	intron	4.58E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3B	17.795
SCR	S1S12	SCR01	412-1	3	3	A	Rec	Rec	NA	SCR12	intron	3.23E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3A	20.79
SCR	S1S12	SCR01	412-1	3	2	D	Rec	Rec	NA	SCR12	intron	2.85E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3D	19.14
SCR	S1S12	SCR01	412-1	3	1	A	Rec	Rec	NA	SCR12	intron	2.06E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3A	20.79
SCR	S1S12	SCR01	412-1	3	2	A	Rec	Rec	NA	SCR12	intron	1.08E-06	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3A	20.79
SCR	S1S12	SCR01	412-1	3	1	D	Rec	Rec	NA	SCR12	intron	5.25E-07	NA	S1S12_S1	21	S1S12_S1_21	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	3D	19.14
SCR	S1S4	SCR01	348-4	4	1	C	Rec	Rec	NA	SCR04	interg	8.80E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4C	20.77
SCR	S1S4	SCR01	348-4	4	1	D	Rec	Rec	NA	SCR04	interg	7.82E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4D	21.28
SCR	S1S4	SCR01	348-4	4	1	B	Rec	Rec	NA	SCR04	interg	5.87E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4B	18.925
SCR	S1S4	SCR04	348-4	4	1	C	Dom	Dom	NA	SCR01	prom	5.83E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4C	20.77
SCR	S1S4	SCR04	348-4	4	1	B	Dom	Dom	NA	SCR01	prom	5.69E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4B	18.925
SCR	S1S4	SCR01	348-4	4	2	C	Rec	Rec	NA	SCR04	interg	5.06E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4C	20.77
SCR	S1S4	SCR04	348-4	4	1	D	Dom	Dom	NA	SCR01	prom	3.37E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4D	21.28
SCR	S1S4	SCR04	348-4	4	2	C	Dom	Dom	NA	SCR01	prom	3.35E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4C	20.77
SCR	S1S4	SCR01	348-4	4	3	D	Rec	Rec	NA	SCR04	interg	2.75E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4D	21.28
SCR	S1S4	SCR01	348-4	4	2	B	Rec	Rec	NA	SCR04	interg	2.63E-04	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4B	18.925
SCR	S1S4	SCR04	348-4	4	2	B	Dom	Dom	NA	SCR01	prom	2.55E-04	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4B	18.925
SCR	S1S4	SCR04	348-4	4	3	D	Dom	Dom	NA	SCR01	prom	8.03E-05	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4D	21.28
SCR	S1S4	SCR04	348-4	4	3	C	Dom	Dom	NA	SCR01	prom	6.52E-05	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4C	20.77
SCR	S1S4	SCR04	348-4	4	1	A	Dom	Dom	NA	SCR01	prom	6.41E-05	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4A	18.085
SCR	S1S4	SCR01	348-4	4	2	D	Rec	Rec	NA	SCR04	interg	6.19E-05	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4D	21.28
SCR	S1S4	SCR01	348-4	4	1	A	Rec	Rec	NA	SCR04	interg	5.08E-05	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4A	18.085
SCR	S1S4	SCR04	348-4	4	2	D	Dom	Dom	NA	SCR01	prom	2.67E-05	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4D	21.28
SCR	S1S4	SCR01	348-4	4	3	B	Rec	Rec	NA	SCR04	interg	1.40E-05	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4B	18.925
SCR	S1S4	SCR04	348-4	4	3	B	Dom	Dom	NA	SCR01	prom	8.12E-06	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4B	18.925
SCR	S1S4	SCR01	348-4	4	3	A	Rec	Rec	NA	SCR04	interg	6.37E-06	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4A	18.085
SCR	S1S4	SCR04	348-4	4	3	A	Dom	Dom	NA	SCR01	prom	4.80E-06	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4A	18.085
SCR	S1S4	SCR04	348-4	4	2	A	Dom	Dom	NA	SCR01	prom	3.19E-07	NA	S1S4_S4	14	S1S4_S4_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	4A	18.085
SCR	S1S4	SCR01	348-4	4	2	A	Rec	Rec	NA	SCR04	interg	2.53E-07	NA	S1S4_S1	18	S1S4_S1_18	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	Dom	4A	18.085
SCR	S1S13	SCR13	132-2	5	3	C	Dom	Dom	NA	SCR01	interg	7.06E-02	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5C	18.035
SCR	S1S13	SCR13	132-2	5	1	C	Dom	Dom	NA	SCR01	interg	6.24E-02	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5C	18.035
SCR	S1S13	SCR13	132-2	5	2	C	Dom	Dom	NA	SCR01	interg	5.90E-02	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5C	18.035
SCR	S1S13	SCR13	132-2	5	1	B	Dom	Dom	NA	SCR01	interg	1.57E-02	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5B	17.625
SCR	S1S13	SCR13	132-2	5	3	B	Dom	Dom	NA	SCR01	interg	1.35E-02	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5B	17.625
SCR	S1S13	SCR13	132-2	5	2	B	Dom	Dom	NA	SCR01	interg	1.12E-02	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5B	17.625
SCR	S1S13	SCR13	132-2	5	3	D	Dom	Dom	NA	SCR01	interg	6.58E-03	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5D	17.975
SCR	S1S13	SCR13	132-2	5	1	D	Dom	Dom	NA	SCR01	interg	4.23E-03	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5D	17.975
SCR	S1S13	SCR13	132-2	5	2	D	Dom	Dom	NA	SCR01	interg	2.91E-03	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5D	17.975
SCR	S1S13	SCR01	132-2	5	3	C	Rec	Rec	NA	SCR13	intron	3.45E-04	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5C	18.035
SCR	S1S13	SCR01	132-2	5	3	D	Rec	Rec	NA	SCR13	intron	1.92E-04	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5D	17.975
SCR	S1S13	SCR13	132-2	5	3	A	Dom	Dom	NA	SCR01	interg	1.03E-04	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5A	17.64
SCR	S1S13	SCR13	132-2	5	2	A	Dom	Dom	NA	SCR01	interg	1.01E-04	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5A	17.64
SCR	S1S13	SCR13	132-2	5	1	A	Dom	Dom	NA	SCR01	interg	8.43E-05	NA	S1S13_S13	13.5	S1S13_S13_13.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5A	17.64
SCR	S1S13	SCR01	132-2	5	1	C	Rec	Rec	NA	SCR13	intron	6.94E-05	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5C	18.035
SCR	S1S13	SCR01	132-2	5	3	B	Rec	Rec	NA	SCR13	intron	5.54E-05	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5B	17.625
SCR	S1S13	SCR01	132-2	5	2	C	Rec	Rec	NA	SCR13	intron	3.04E-05	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5C	18.035
SCR	S1S13	SCR01	132-2	5	1	D	Rec	Rec	NA	SCR13	intron	2.40E-05	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5D	17.975
SCR	S1S13	SCR01	132-2	5	2	D	Rec	Rec	NA	SCR13	intron	9.86E-06	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5D	17.975
SCR	S1S13	SCR01	132-2	5	1	A	Rec	Rec	NA	SCR13	intron	3.97E-06	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5A	17.64
SCR	S1S13	SCR01	132-2	5	1	B	Rec	Rec	NA	SCR13	intron	2.44E-06	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5B	17.625
SCR	S1S13	SCR01	132-2	5	2	A	Rec	Rec	NA	SCR13	intron	2.86E-07	NA	S1S13_S1	22	S1S13_S1_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	5A	17.64
