Gene	genotype_S	allele_measured	replicatBiol_genotype	replicat_Techclone	replicat_technique	stade	dom_phenotype	dom_sRNA_prediction	dom_prediction_phyl	Other_allele_inGenot	position_cible	Ct_SCR/actine	Ct_SRK/actine	score_name	score	position_cible_name	Dom_score_based_14	Dom_score_based_15	Dom_score_based_16	Dom_score_based_17	Dom_score_based_18	Dom_score_based_19	Dom_score_based_20	Dom_score_based_21	Dom_score_based_22	name_actine	Ct_actin
SCR	S1S2	SCR01	71-4	71	1	B	Rec	Rec	NA	SCR02	prom	1.01E-05	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71B	17.105
SCR	S1S2	SCR01	71-4	71	1	A	Rec	Rec	NA	SCR02	prom	9.31E-06	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71A	22.915
SCR	S1S2	SCR02	74-1	71	1	A	Dom	Dom	NA	SCR01	intron	9.31E-06	NA	S1S2_S2	14.5	S1S2_S2_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	71A	22.915
SCR	S1S2	SCR02	74-1	71	2	A	Dom	Dom	NA	SCR01	intron	9.31E-06	NA	S1S2_S2	14.5	S1S2_S2_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	71A	22.915
SCR	S1S2	SCR02	74-1	71	3	A	Dom	Dom	NA	SCR01	intron	9.31E-06	NA	S1S2_S2	14.5	S1S2_S2_14.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	71A	22.915
SCR	S1S2	SCR01	71-4	71	1	C	Rec	Rec	NA	SCR02	prom	7.93E-06	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71C	17.355
SCR	S1S2	SCR01	71-4	71	2	A	Rec	Rec	NA	SCR02	prom	3.14E-06	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71A	22.915
SCR	S1S2	SCR01	71-4	71	2	D	Rec	Rec	NA	SCR02	prom	8.27E-07	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71D	21.52
SCR	S1S2	SCR01	71-4	71	3	B	Rec	Rec	NA	SCR02	prom	6.08E-07	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71B	17.105
SCR	S1S2	SCR01	71-4	71	2	C	Rec	Rec	NA	SCR02	prom	4.67E-07	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71C	17.355
SCR	S1S2	SCR01	71-4	71	2	B	Rec	Rec	NA	SCR02	prom	2.72E-07	NA	S1S2_S1	19	S1S2_S1_19	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	Dom	71B	17.105
SCR	S12S29	SCR12	198-9	72	1	C	Dom	Na	NA	SCR29	NA	4.98E-02	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72C	18.7733333333333
SCR	S12S29	SCR12	198-9	72	3	C	Dom	Na	NA	SCR29	NA	3.38E-02	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72C	18.7733333333333
SCR	S12S29	SCR12	198-9	72	2	C	Dom	Na	NA	SCR29	NA	2.51E-02	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72C	18.7733333333333
SCR	S12S29	SCR12	198-9	72	1	D	Dom	Na	NA	SCR29	NA	1.09E-02	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72D	19.3866666666667
SCR	S12S29	SCR12	198-9	72	1	A	Dom	Na	NA	SCR29	NA	9.87E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72A	18.4166666666667
SCR	S12S29	SCR12	198-9	72	3	D	Dom	Na	NA	SCR29	NA	9.02E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72D	19.3866666666667
SCR	S12S29	SCR12	198-9	72	2	D	Dom	Na	NA	SCR29	NA	8.65E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72D	19.3866666666667
SCR	S12S29	SCR12	198-9	72	1	B	Dom	Na	NA	SCR29	NA	7.85E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72B	17.5366666666667
SCR	S12S29	SCR12	198-9	72	3	B	Dom	Na	NA	SCR29	NA	5.40E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72B	17.5366666666667
SCR	S12S29	SCR12	198-9	72	2	B	Dom	Na	NA	SCR29	NA	4.87E-03	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72B	17.5366666666667
SCR	S12S29	SCR29	198-9	72	3	D	Rec	Rec	NA	SCR12	intron	1.35E-03	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72D	19.3866666666667
SCR	S12S29	SCR29	198-9	72	3	C	Rec	Rec	NA	SCR12	intron	7.15E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72C	18.7733333333333
SCR	S12S29	SCR29	198-9	72	1	D	Rec	Rec	NA	SCR12	intron	6.65E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72D	19.3866666666667
SCR	S12S29	SCR29	198-9	72	1	C	Rec	Rec	NA	SCR12	intron	5.81E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72C	18.7733333333333
SCR	S12S29	SCR29	198-9	72	2	D	Rec	Rec	NA	SCR12	intron	5.18E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72D	19.3866666666667
SCR	S12S29	SCR29	198-9	72	1	B	Rec	Rec	NA	SCR12	intron	4.21E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72B	17.5366666666667
SCR	S12S29	SCR29	198-9	72	3	B	Rec	Rec	NA	SCR12	intron	3.73E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72B	17.5366666666667
SCR	S12S29	SCR12	198-9	72	3	A	Dom	Na	NA	SCR29	NA	2.11E-04	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72A	18.4166666666667
SCR	S12S29	SCR12	198-9	72	2	A	Dom	Na	NA	SCR29	NA	1.73E-04	NA	S12S29_S12	NA	NA	Na	Na	Na	Na	Na	Na	Na	Na	Na	72A	18.4166666666667
SCR	S12S29	SCR29	198-9	72	1	A	Rec	Rec	NA	SCR12	intron	1.22E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72A	18.4166666666667
SCR	S12S29	SCR29	198-9	72	2	C	Rec	Rec	NA	SCR12	intron	1.21E-04	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72C	18.7733333333333
SCR	S12S29	SCR29	198-9	72	2	B	Rec	Rec	NA	SCR12	intron	5.75E-05	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72B	17.5366666666667
SCR	S12S29	SCR29	198-9	72	3	A	Rec	Rec	NA	SCR12	intron	1.42E-05	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72A	18.4166666666667
SCR	S12S29	SCR29	198-9	72	2	A	Rec	Rec	NA	SCR12	intron	2.41E-07	NA	S12S29_S29	20	S12S29_S29_20	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Dom	Dom	72A	18.4166666666667
SCR	S12S13	SCR13	145-10	73	1	C	Dom	Dom	NA	SCR12	prom	1.06E-01	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73C	19.0166666666667
SCR	S12S13	SCR13	145-10	73	2	C	Dom	Dom	NA	SCR12	prom	1.01E-01	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73C	19.0166666666667
SCR	S12S13	SCR13	145-10	73	3	C	Dom	Dom	NA	SCR12	prom	7.78E-02	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73C	19.0166666666667
SCR	S12S13	SCR12	145-10	73	3	D	Rec	Rec	NA	SCR13	prom	1.14E-02	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73D	21.4866666666667
SCR	S12S13	SCR13	145-10	73	1	B	Dom	Dom	NA	SCR12	prom	1.11E-02	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73B	18.2866666666667
SCR	S12S13	SCR13	145-10	73	3	B	Dom	Dom	NA	SCR12	prom	1.06E-02	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73B	18.2866666666667
SCR	S12S13	SCR13	145-10	73	2	B	Dom	Dom	NA	SCR12	prom	1.03E-02	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73B	18.2866666666667
SCR	S12S13	SCR12	145-10	73	2	D	Rec	Rec	NA	SCR13	prom	6.83E-03	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73D	21.4866666666667
SCR	S12S13	SCR12	145-10	73	1	D	Rec	Rec	NA	SCR13	prom	6.33E-03	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73D	21.4866666666667
SCR	S12S13	SCR12	145-10	73	1	C	Rec	Rec	NA	SCR13	prom	2.18E-03	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73C	19.0166666666667
SCR	S12S13	SCR12	145-10	73	2	C	Rec	Rec	NA	SCR13	prom	1.77E-03	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73C	19.0166666666667
SCR	S12S13	SCR12	145-10	73	1	A	Rec	Rec	NA	SCR13	prom	1.00E-03	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73A	18.8766666666667
SCR	S12S13	SCR12	145-10	73	3	A	Rec	Rec	NA	SCR13	prom	7.54E-04	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73A	18.8766666666667
SCR	S12S13	SCR12	145-10	73	3	C	Rec	Rec	NA	SCR13	prom	7.18E-04	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73C	19.0166666666667
SCR	S12S13	SCR12	145-10	73	2	A	Rec	Rec	NA	SCR13	prom	6.52E-04	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73A	18.8766666666667
SCR	S12S13	SCR13	145-10	73	2	D	Dom	Dom	NA	SCR12	prom	5.96E-04	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73D	21.4866666666667
SCR	S12S13	SCR12	145-10	73	1	B	Rec	Rec	NA	SCR13	prom	5.92E-04	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73B	18.2866666666667
SCR	S12S13	SCR12	145-10	73	3	B	Rec	Rec	NA	SCR13	prom	3.98E-04	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73B	18.2866666666667
SCR	S12S13	SCR13	145-10	73	3	D	Dom	Dom	NA	SCR12	prom	2.82E-04	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73D	21.4866666666667
SCR	S12S13	SCR13	145-10	73	1	D	Dom	Dom	NA	SCR12	prom	2.39E-04	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73D	21.4866666666667
SCR	S12S13	SCR12	145-10	73	2	B	Rec	Rec	NA	SCR13	prom	2.08E-04	NA	S12S13_S12	22	S12S13_S12_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	73B	18.2866666666667
SCR	S12S13	SCR13	145-10	73	3	A	Dom	Dom	NA	SCR12	prom	2.02E-04	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73A	18.8766666666667
SCR	S12S13	SCR13	145-10	73	2	A	Dom	Dom	NA	SCR12	prom	1.35E-04	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73A	18.8766666666667
SCR	S12S13	SCR13	145-10	73	1	A	Dom	Dom	NA	SCR12	prom	1.14E-04	NA	S12S13_S13	14	S12S13_S13_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	73A	18.8766666666667
SCR	S2S20	SCR20	44-4	74	1	C	Dom	Dom	NA	SCR02	interg	2.15E-01	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74C	17.5033333333333
SCR	S2S20	SCR20	44-4	74	3	C	Dom	Dom	NA	SCR02	interg	1.41E-01	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74C	17.5033333333333
SCR	S2S20	SCR20	44-4	74	1	B	Dom	Dom	NA	SCR02	interg	2.95E-02	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74B	16.3766666666667
SCR	S2S20	SCR20	44-4	74	3	B	Dom	Dom	NA	SCR02	interg	1.96E-02	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74B	16.3766666666667
SCR	S2S20	SCR20	44-4	74	1	D	Dom	Dom	NA	SCR02	interg	6.68E-03	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74D	19.6633333333333
SCR	S2S20	SCR20	44-4	74	3	D	Dom	Dom	NA	SCR02	interg	6.00E-03	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74D	19.6633333333333
SCR	S2S20	SCR20	44-4	74	1	A	Dom	Dom	NA	SCR02	interg	2.00E-03	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74A	16.5733333333333
SCR	S2S20	SCR20	44-4	74	3	A	Dom	Dom	NA	SCR02	interg	1.23E-03	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74A	16.5733333333333
SCR	S2S20	SCR20	44-4	74	2	A	Dom	Dom	NA	SCR02	interg	6.93E-04	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74A	16.5733333333333
SCR	S2S20	SCR20	44-4	74	2	C	Dom	Dom	NA	SCR02	interg	4.95E-04	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74C	17.5033333333333
SCR	S2S20	SCR20	44-4	74	2	B	Dom	Dom	NA	SCR02	interg	4.51E-04	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74B	16.3766666666667
SCR	S2S20	SCR20	44-4	74	2	D	Dom	Dom	NA	SCR02	interg	1.27E-04	NA	S2S20_S20	14	S2S20_S20_14	Rec	Dom	Dom	Dom	Dom	Dom	Dom	Dom	Dom	74D	19.6633333333333
SCR	S2S20	SCR02	44-4	74	3	C	Rec	Rec	NA	SCR20	intron	3.77E-05	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74C	17.5033333333333
SCR	S2S20	SCR02	44-4	74	1	C	Rec	Rec	NA	SCR20	intron	2.81E-05	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74C	17.5033333333333
SCR	S2S20	SCR02	44-4	74	2	C	Rec	Rec	NA	SCR20	intron	2.30E-05	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74C	17.5033333333333
SCR	S2S20	SCR02	44-4	74	2	D	Rec	Rec	NA	SCR20	intron	2.25E-05	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74D	19.6633333333333
SCR	S2S20	SCR02	44-4	74	1	D	Rec	Rec	NA	SCR20	intron	2.22E-05	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74D	19.6633333333333
SCR	S2S20	SCR02	44-4	74	3	D	Rec	Rec	NA	SCR20	intron	7.55E-07	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74D	19.6633333333333
SCR	S2S20	SCR02	44-4	74	1	A	Rec	Rec	NA	SCR20	intron	8.87E-08	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74A	16.5733333333333
SCR	S2S20	SCR02	44-4	74	2	A	Rec	Rec	NA	SCR20	intron	8.87E-08	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74A	16.5733333333333
SCR	S2S20	SCR02	44-4	74	3	A	Rec	Rec	NA	SCR20	intron	8.87E-08	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74A	16.5733333333333
SCR	S2S20	SCR02	44-4	74	1	B	Rec	Rec	NA	SCR20	intron	7.74E-08	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74B	16.3766666666667
SCR	S2S20	SCR02	44-4	74	2	B	Rec	Rec	NA	SCR20	intron	7.74E-08	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74B	16.3766666666667
SCR	S2S20	SCR02	44-4	74	3	B	Rec	Rec	NA	SCR20	intron	7.74E-08	NA	S2S20_S2	22	S2S20_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	74B	16.3766666666667
SCR	S13S20	SCR20	162-3	75	1	C	Dom	Dom	NA	SCR13	intron	5.06E-02	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75C	18.0166666666667
SCR	S13S20	SCR20	162-3	75	3	C	Dom	Dom	NA	SCR13	intron	2.94E-02	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75C	18.0166666666667
SCR	S13S20	SCR13	162-3	75	2	C	Dom	Dom	NA	SCR20	interg	1.91E-02	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75C	18.0166666666667
SCR	S13S20	SCR20	162-3	75	1	B	Dom	Dom	NA	SCR13	intron	1.83E-02	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75B	16.7633333333333
SCR	S13S20	SCR20	162-3	75	1	D	Dom	Dom	NA	SCR13	intron	1.78E-02	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75D	18.1433333333333
SCR	S13S20	SCR20	162-3	75	3	B	Dom	Dom	NA	SCR13	intron	1.71E-02	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75B	16.7633333333333
SCR	S13S20	SCR13	162-3	75	1	C	Dom	Dom	NA	SCR20	interg	1.63E-02	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75C	18.0166666666667
SCR	S13S20	SCR20	162-3	75	3	D	Dom	Dom	NA	SCR13	intron	1.61E-02	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75D	18.1433333333333
SCR	S13S20	SCR13	162-3	75	3	C	Dom	Dom	NA	SCR20	interg	1.49E-02	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75C	18.0166666666667
SCR	S13S20	SCR13	162-3	75	1	D	Dom	Dom	NA	SCR20	interg	8.39E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75D	18.1433333333333
SCR	S13S20	SCR13	162-3	75	3	D	Dom	Dom	NA	SCR20	interg	6.77E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75D	18.1433333333333
SCR	S13S20	SCR13	162-3	75	2	B	Dom	Dom	NA	SCR20	interg	6.63E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75B	16.7633333333333
SCR	S13S20	SCR13	162-3	75	2	D	Dom	Dom	NA	SCR20	interg	6.14E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75D	18.1433333333333
SCR	S13S20	SCR13	162-3	75	1	B	Dom	Dom	NA	SCR20	interg	5.98E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75B	16.7633333333333
SCR	S13S20	SCR13	162-3	75	3	B	Dom	Dom	NA	SCR20	interg	5.81E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75B	16.7633333333333
SCR	S13S20	SCR13	162-3	75	2	A	Dom	Dom	NA	SCR20	interg	1.56E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75A	20.3333333333333
SCR	S13S20	SCR20	162-3	75	3	A	Dom	Dom	NA	SCR13	intron	1.36E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75A	20.3333333333333
SCR	S13S20	SCR13	162-3	75	3	A	Dom	Dom	NA	SCR20	interg	1.26E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75A	20.3333333333333
SCR	S13S20	SCR13	162-3	75	1	A	Dom	Dom	NA	SCR20	interg	1.18E-03	NA	S13S20_S13	16	S13S20_S13_16	Rec	Rec	Rec	Dom	Dom	Dom	Dom	Dom	Dom	75A	20.3333333333333
SCR	S13S20	SCR20	162-3	75	1	A	Dom	Dom	NA	SCR13	intron	1.17E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75A	20.3333333333333
SCR	S13S20	SCR20	162-3	75	2	C	Dom	Dom	NA	SCR13	intron	1.14E-03	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75C	18.0166666666667
SCR	S13S20	SCR20	162-3	75	2	B	Dom	Dom	NA	SCR13	intron	6.29E-04	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75B	16.7633333333333
SCR	S13S20	SCR20	162-3	75	2	D	Dom	Dom	NA	SCR13	intron	1.98E-04	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75D	18.1433333333333
SCR	S13S20	SCR20	162-3	75	2	A	Dom	Dom	NA	SCR13	intron	1.74E-04	NA	S13S20_S20	17.5	S13S20_S20_17.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	75A	20.3333333333333
SCR	S2S10	SCR10	100-2	76	3	D	NA	Dom	NA	SCR02	intron	2.08E-02	NA	S2S10_S10	15.5	S2S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76D	18.31
SCR	S2S10	SCR10	100-2	76	1	D	NA	Dom	NA	SCR02	intron	1.06E-02	NA	S2S10_S10	15.5	S2S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76D	18.31
SCR	S2S10	SCR10	100-2	76	2	D	NA	Dom	NA	SCR02	intron	8.55E-03	NA	S2S10_S10	15.5	S2S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76D	18.31
SCR	S2S10	SCR10	100-2	76	3	C	NA	Dom	NA	SCR02	intron	7.72E-03	NA	S2S10_S10	15.5	S2S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76C	17.6333333333333
SCR	S2S10	SCR10	100-2	76	1	C	NA	Dom	NA	SCR02	intron	5.65E-03	NA	S2S10_S10	15.5	S2S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76C	17.6333333333333
SCR	S2S10	SCR10	100-2	76	2	C	NA	Dom	NA	SCR02	intron	4.75E-03	NA	S2S10_S10	15.5	S2S10_S10_15.5	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76C	17.6333333333333
SCR	S2S10	SCR02	100-2	76	3	D	NA	Rec	NA	SCR10	exon	2.82E-03	NA	S2S10_S2	22	S2S10_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76D	18.31
SCR	S2S10	SCR02	100-2	76	2	D	NA	Rec	NA	SCR10	exon	2.58E-03	NA	S2S10_S2	22	S2S10_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76D	18.31
SCR	S2S10	SCR02	100-2	76	1	D	NA	Rec	NA	SCR10	exon	2.12E-03	NA	S2S10_S2	22	S2S10_S2_22	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	Rec	76D	18.31
